Close,Volume
180.11,33338633
187.55,41601951
187.35,21631434
185.84,16435216
180.76,26631321
179.0,12196947
171.0,21628235
171.96,27542805
175.73,17602299
175.68,10801464
178.77,14936876
179.0,12475560
179.37,9678430
180.87,10621386
180.77,10830438
181.3,7911087
185.39,13986610
188.93,24261445
190.94,13051762
191.03,13036890
194.59,15626525
197.93,14279032
197.75,11482547
197.58,14066925
197.8,14156573
196.9,11006029
196.62,10592416
198.68,9820462
193.66,20588601
195.69,7892651
201.86,14174171
203.84,12522329
206.81,10179802
207.2,12385654
205.94,8480413
208.69,8777981
209.63,9693716
212.03,10580672
209.16,12911093
205.32,20123846
216.14,31197127
212.63,14398431
214.18,13101484
209.98,12427082
211.61,9947915
211.36,12702474
214.08,9828414
216.05,9858634
214.93,8766814
216.96,4517982
214.14,10477983
210.71,12677148
196.42,34865791
200.71,20564479
197.68,20249432
186.66,31021123
187.74,24480558
189.26,11464458
191.99,13190983
191.49,11483868
194.66,9106693
190.84,11296559
186.18,13744496
186.47,10871746
191.56,16090200
197.9,11730697
196.11,9217358
196.8,7185318
195.89,7458634
195.27,11613423
197.44,8821296
197.17,8097374
197.4,5978211
193.5,6896330
199.35,8303752
212.47,22499518
213.59,14346675
215.4,14008768
222.0,21190932
221.94,11750593
223.68,14087612
224.08,9812137
222.98,8931936
220.11,17104812
224.72,13112629
224.44,10071489
230.11,14544968
233.69,9614659
238.91,11293069
235.8,14406492
236.35,10105341
243.33,12755309
246.85,11282948
242.72,14133180
245.8,11818115
240.5,12716271
233.52,17794503
213.7,27907654
225.58,26591746
228.8,19931234
217.52,21664353
232.08,41044898
228.03,27179807
232.63,15573359
241.42,18453757
246.5,17392024
243.84,15812549
249.08,17075723
241.51,21021844
242.15,12998992
245.93,10258215
246.58,11145830
246.06,11323269
242.0,12950470
232.21,26002972
236.54,22835685
235.65,15519413
242.16,15920243
241.84,14530226
241.18,10163665
245.33,12580234
249.76,15056073
247.71,15408000
248.74,12573947
249.34,9992834
250.48,9634107
241.0,17472128
249.58,13725505
248.56,10841782
241.85,13663927
232.97,18225390
244.48,15130542
225.52,34462113
221.35,23647648
231.59,22915692
221.05,23052315
225.35,16685759
226.24,19729161
221.38,17530973
214.25,16574720
215.41,12488120
227.91,19118807
226.24,11506057
234.6,14847950
231.5,12575892
231.49,8769776
237.54,11180638
236.37,9784058
229.04,11799933
228.71,9654966
223.88,10687723
221.2,10364894
216.66,14712343
225.22,9395574
226.33,10021245
224.9,8196067
227.14,6344727
226.31,6706185
232.99,11078640
239.06,10016538
248.68,17190378
250.4,12665374
255.78,14918980
260.13,24852029
254.53,30361406
255.36,13078477
245.56,24088210
246.01,13845706
247.71,12994605
245.94,12092942
244.24,16015620
242.7,12956637
247.54,11073926
247.69,10934295
249.28,7302782
248.59,8817083
252.99,9774864
252.19,12346709
257.62,10549248
264.85,16050641
265.07,9792801
265.15,9283856
262.9,9236216
262.28,9011443
260.62,6634253
262.58,7978985
262.4,8455159
266.91,10750411
265.26,10806488
265.09,8906674
260.17,14873324
262.31,9244494
257.11,8987906
250.95,10853954
239.12,16645431
241.99,11972137
235.72,11347303
240.86,8450297
236.9,9807477
242.24,8939348
236.84,5568325
242.73,7655448
247.33,7408822
249.25,7597022
253.25,9000390
247.53,9187660
251.23,8637673
249.32,6179078
248.2,4925926
253.69,9053395
251.7,6941041
252.03,5893783
250.89,5562161
249.41,7539621
248.71,8865545
251.87,8004551
254.84,8128128
252.02,7385535
244.13,8508539
244.86,7099696
246.47,7088889
250.62,6741689
252.1,5357202
254.03,5187665
256.95,6453260
258.42,6552462
256.46,5106962
254.79,6415668
256.12,9380158
261.43,11655486
259.08,14778394
257.44,20031476
244.82,28579694
247.84,21359655
253.32,16849710
262.82,18746422
266.84,18017114
272.22,13287762
275.9,12644437
274.38,11884595
278.49,10502741
277.81,8665230
280.68,7664750
283.7,9793027
278.42,9828919
272.72,8069889
271.86,7385468
274.73,5503457
272.8,6077818
268.2,10477259
271.34,7638387
276.43,9673380
273.93,5138189
271.02,7488023
271.98,5621465
266.28,10764569
263.45,10878157
265.7,7347826
268.41,7009746
266.92,6713688
267.4,5360717
281.02,17734914
289.36,15551453
286.48,9599118
286.73,8013769
279.29,9780489
269.86,10665861
265.77,10215265
265.54,6837493
245.69,17123454
235.13,18135929
246.54,15205917
235.38,11244032
245.83,10217795
243.06,8241701
239.53,13100548
229.17,15340249
231.22,9221091
221.06,15660945
199.41,22107199
207.84,23793040
198.29,16619628
185.62,18950441
203.0,20179768
210.83,18644304
218.11,14163208
214.92,11324002
211.77,9483260
211.06,7475259
213.79,12095301
205.99,12783823
205.67,10331049
189.54,15427947
199.31,16117775
197.19,13164471
202.39,21017716
164.43,49087977
144.7,42445505
149.08,42300828
144.71,25637350
145.0,10299211
153.05,20370806
153.73,18451506
160.07,20113137
157.36,13729340
163.43,18239114
170.04,22270109
157.11,20302787
158.29,17307741
147.61,17041949
151.86,15736835
148.19,16797832
148.9,16353398
148.89,11784624
146.45,11795531
143.58,16571683
146.94,14109251
138.51,18634147
135.1,18739697
129.57,21593525
127.08,11595978
133.1,17377484
131.17,15926080
133.65,15712319
133.5,11628503
136.22,12718840
127.99,17638786
136.19,14640483
143.4,17728980
139.83,19650429
142.58,15431475
145.23,13078906
148.83,21869066
150.44,18254249
149.87,15425251
148.84,11752592
151.72,12335905
156.93,16283423
148.77,16538776
149.29,14775545
157.84,17724261
160.15,28880547
138.01,62788169
131.6,28848347
137.39,24355739
143.75,21071338
144.73,15626175
149.18,13215018
149.95,13560625
153.0,17561647
147.42,15928000
148.17,11540137
146.45,12379515
151.17,14776513
152.88,15134302
154.53,20681574
157.34,37918734
156.64,13797316
158.55,13524737
155.77,11213668
159.19,10043531
158.69,16400481
157.1,12211571
155.41,12506381
154.26,8123565
156.45,8929678
156.78,10249750
156.52,9073119
152.05,10088149
149.26,11252633
150.64,10560371
161.14,21493150
162.52,14489368
168.62,19222518
165.56,12984630
169.81,16536482
168.95,12174829
175.71,21374310
174.4,17978715
183.94,20607767
177.5,18691087
173.78,13130301
176.87,17587678
176.5,11859294
177.25,12006602
179.56,11422379
182.28,12095612
183.0,11022996
188.62,19719468
188.26,11434419
190.95,12043649
191.79,10604848
189.26,10999320
192.1,11119307
191.54,9365037
190.01,11792664
184.7,11002345
188.21,9874091
187.29,8775068
186.3,9524704
188.47,6998388
190.67,8671381
191.17,7955120
186.91,12482437
178.09,21724729
179.33,9797983
181.0,9073040
180.47,8857031
183.19,9867135
183.01,8420587
179.85,10554445
173.11,13880458
173.92,10479154
170.19,16506164
168.82,14237451
158.45,16422819
162.04,13121972
159.58,12558001
160.19,19527204
156.53,25551698
151.75,14301634
155.06,9046247
152.2,8146740
147.32,14796109
145.15,8939632
143.33,10708852
140.34,13995037
139.11,9857490
135.46,9742992
133.78,11966080
143.0,16045885
141.28,12790385
143.78,10203462
145.5,8721438
148.43,10069522
150.75,9596751
146.2,8972298
148.26,7702027
144.64,9860656
145.03,6901037
152.88,14547950
153.12,8291099
154.1,8754182
151.76,10860672
152.66,7073718
151.48,7796661
159.26,14601825
163.23,11136038
164.23,9941659
166.17,17788327
162.23,10005688
162.75,6165856
160.23,9913847
157.21,8244669
157.31,8571512
160.06,11301899
166.28,17063964
167.61,12659816
167.27,7245993
167.08,8536098
169.71,8705107
170.18,11079474
168.44,8622395
171.32,7898498
175.66,10704414
178.66,9155937
173.38,9817453
175.07,6853997
174.82,6204049
175.45,4944261
168.72,8985391
164.92,10530314
161.19,10708732
150.79,14728936
152.35,9031767
153.89,9314045
158.26,7732472
154.18,8545418
151.45,6980012
156.05,9012811
150.07,10497033
148.77,13861551
159.56,25384628
170.78,20408061
167.87,11588040
171.23,10697773
171.48,7593918
162.44,14237433
165.45,7964854
161.8,7288739
161.22,6376719
167.0,8959326
167.51,7272712
164.17,7412770
168.76,5703009
179.74,17412125
178.65,9424419
180.5,10438133
183.18,8820305
184.33,9037782
184.27,8196025
181.94,8114787
180.21,5795796
181.07,5711828
179.98,6600942
176.94,6408569
172.69,8931295
174.84,6395647
172.53,8031045
178.23,7827672
177.34,5945648
171.76,9148974
174.07,4829977
174.0,9189150
173.04,7391544
181.31,11568265
181.97,6699005
184.33,12207839
177.23,11233566
180.71,7697082
183.03,8187889
185.99,11271668
186.53,5258394
196.37,16699633
194.21,10818828
194.29,6607924
190.49,7548039
196.01,6546711
195.61,8434228
195.09,7144250
196.86,5975933
204.54,10577288
206.79,8116718
202.92,5280920
203.0,5149038
201.02,5243315
202.59,7090956
210.5,9417905
209.61,7521712
207.63,6725335
208.34,7008498
207.78,4735187
208.18,6094736
209.61,7095971
208.57,7559124
209.79,13175171
204.19,26355409
212.28,14382963
207.99,10384506
211.18,11825438
210.18,7209730
210.89,5602470
221.21,12683686
217.0,9642023
218.24,5410718
216.74,3538924
209.25,9346742
207.66,11853653
209.42,6840459
208.74,4628444
212.17,5810457
212.17,5378320
213.98,6417228
217.34,5850247
224.07,10152084
223.99,11374183
225.15,8032684
228.29,8081598
229.51,8606969
235.46,11327674
239.37,15084607
238.82,8884815
238.62,3471597
239.19,4580451
236.87,6370251
232.32,6456178
235.3,5780283
239.91,5941969
236.07,5144308
237.06,6572812
239.93,7980144
240.38,6931017
243.02,6386053
244.32,7911560
251.98,7739168
247.28,8989483
245.57,6577636
248.93,7104791
249.28,6344764
247.94,5321260
250.11,5980967
252.86,6112861
250.48,9337839
240.2,11763354
247.97,7774401
245.54,6486279
245.81,7262590
236.43,9260493
240.33,6398205
247.13,6788589
250.76,5205502
254.25,5457051
251.59,4743803
262.97,13240194
267.89,15963922
272.54,9366118
270.78,13200384
289.79,26048093
296.57,15547025
314.7,17358281
308.7,20251259
294.07,19232331
273.28,21422873
262.05,26387442
267.65,18741536
252.6,22660373
270.07,28366882
276.43,22268639
265.89,16319828
284.51,14935184
273.29,13508187
266.04,12885307
245.44,15353960
261.08,14516218
246.47,12551693
216.31,20413535
240.84,15870943
196.4,18174303
217.27,20840799
202.82,21727385
212.97,19137847
205.75,20115854
212.69,16096866
249.18,27541095
245.62,19835767
257.24,17439692
252.73,15970744
265.59,15056253
263.6,23749014
243.07,16422828
255.47,16894113
243.91,16580346
268.4,18197062
259.03,19613047
266.95,13561113
262.95,13156195
269.85,9960182
283.95,13273667
280.84,9153721
294.7,18640510
292.32,13478049
287.05,11234705
269.51,18378996
286.15,12118228
284.01,10603988
289.59,8816137
297.08,11984699
291.36,11072603
298.46,9479047
292.28,9397943
282.78,8552445
291.29,7938880
293.74,9222391
297.79,8086639
304.87,9343263
312.5,8497678
322.62,11726504
312.1,12326482
311.2,15646252
321.22,15057809
339.63,24691543
350.01,19410086
352.22,17933049
358.8,14688405
351.01,17552200
361.05,25969125
348.71,19269476
341.01,29397306
339.48,18403204
355.02,18647994
352.25,9762775
353.01,9783014
350.78,9135972
350.66,10606960
356.8,12043651
352.2,9693431
361.84,11712221
374.67,15804537
351.85,14591256
357.3,14272704
366.95,10000054
362.74,13392875
369.44,10207641
368.72,6360238
370.45,13104013
381.07,9961662
378.0,9377685
369.42,11234272
379.6,9401800
366.2,14802144
368.0,8556203
379.91,9197300
381.2,8237180
384.49,9101892
393.57,7903881
394.87,8945039
408.64,9437346
420.36,12367718
419.17,12441869
402.09,11426932
415.08,13567356
409.09,10099623
405.39,8624118
408.06,6657123
420.43,7039983
413.14,6866718
417.55,9182271
405.19,10291532
407.78,11832300
416.86,7303255
408.62,6790901
418.62,7112692
424.56,7722004
424.59,9657150
440.41,10325456
449.11,7758390
451.47,6262493
453.42,6107892
447.98,8562899
446.6,10694898
434.0,8862763
457.61,11623573
457.72,9361489
462.56,9160904
493.48,15417858
490.43,12586155
485.54,15565558
485.64,23034656
507.34,24996738
508.81,12264105
510.0,7226920
510.92,8031073
505.13,7940073
525.91,13428963
534.98,12521030
552.84,12811849
573.86,21850322
520.62,23628151
504.9,36592071
476.52,19893237
508.6,18404957
492.47,17467111
486.58,15923172
514.89,30043624
519.64,18188914
500.58,13939985
498.54,19812794
487.57,17461548
500.69,18026061
505.51,16161302
484.95,16175308
493.92,18281008
514.95,14700407
521.4,14345228
529.03,15575124
541.22,17229603
544.58,13125059
522.49,13812397
545.7,11995457
549.46,19610496
558.56,10452129
553.55,9472522
550.51,8672273
569.04,10868595
569.93,8615078
563.81,6916178
558.8,6680628
552.46,6065990
539.91,7451714
545.82,5730301
540.99,5489933
534.44,7261986
543.61,5837107
525.65,8422358
535.87,6262992
505.08,9412952
520.96,8002046
501.36,10434900
503.23,7491316
520.78,6822527
551.77,10255732
566.4,7975708
582.48,9583732
545.23,14574447
510.8,16101680
536.72,10118586
538.27,9165875
531.88,8669058
540.61,10344370
536.89,7800699
537.15,12773133
537.61,14148355
523.51,8527245
525.6,9033855
518.31,8568883
529.39,6497910
530.45,4181880
536.06,7173800
535.6,7412379
541.78,7084030
535.84,4988016
542.33,5056085
544.27,5581081
534.0,6798022
517.23,10032530
518.89,5194118
520.53,5231641
532.35,6753947
534.42,4837148
529.7,5577867
533.65,5784597
530.88,8551616
533.29,7558304
531.13,4657872
520.37,4478569
519.75,2447088
516.0,5286655
517.73,4259304
525.83,5634929
522.2,4810610
524.54,14016045
536.19,8068998
504.58,14510575
533.76,11537037
531.07,7313215
544.86,12975720
539.39,7178074
541.27,5250711
528.01,7078007
514.38,6944532
521.01,5654672
534.63,6464272
554.7,8458490
548.5,6170464
546.13,6277779
537.41,4099510
516.71,9281821
522.04,5707899
519.59,6788801
529.48,5430108
542.27,5451603
541.22,6135232
546.57,5033462
543.64,4228841
577.55,10865571
570.53,7128078
590.57,12047762
610.03,11270693
598.45,9368937
613.21,8048988
596.24,6786368
593.16,5852020
597.06,6793103
574.23,8041814
565.68,9794483
579.96,11207977
532.3,20304906
548.58,12468975
553.67,8829575
536.25,6602853
512.19,9439757
494.81,14333629
498.46,13570971
463.73,13577792
500.81,13045638
498.73,9609414
519.74,7497857
514.24,6099099
527.65,5563011
531.65,6803240
533.65,6096605
508.9,7354702
513.83,7480174
527.45,7445077
522.83,5551152
505.72,6145963
501.41,7378614
513.57,9099224
517.93,6837997
514.87,5005062
533.93,7869438
552.47,7706865
559.5,6391785
554.46,4793649
565.74,6282109
572.68,6110373
576.0,4879272
608.36,21733050
627.18,16905297
611.08,9637548
645.49,14962017
636.5,8380189
614.47,10110452
606.85,8353326
614.42,5419426
594.01,6944657
610.61,5694305
619.12,4944927
615.27,4114325
611.07,5235405
612.99,4329912
600.38,5047752
593.47,5097796
574.05,10133120
578.34,7300576
580.92,4834523
592.49,5733183
570.63,6722595
572.25,7139634
550.34,7585233
546.61,7143187
569.72,6465375
566.62,5424521
560.63,4656356
562.63,8599984
584.5,8039798
599.67,16824800
624.48,13870405
625.91,10885172
628.0,9260966
619.52,14536880
649.78,16113390
650.58,11820075
671.13,14854189
678.79,14500170
703.13,15428007
704.76,14393873
698.28,8096169
694.33,9541437
697.0,7194261
713.01,10407691
720.75,8034357
711.54,6075761
712.41,7594711
746.29,20241372
745.55,24221357
737.09,16809554
755.47,14503639
762.29,8308926
768.22,8023060
761.24,6959148
799.4,12385914
801.07,9190846
800.1,8164154
808.48,12003374
819.48,8584917
827.94,11167687
814.87,10460682
796.11,12582492
802.01,7415567
820.5,8049619
810.0,7267658
793.66,9502480
758.65,13764113
726.44,17205566
751.19,18726469
186.12,43366188
194.1,37101736
195.94,32382595
195.58,19567198
192.94,20394316
192.08,24886258
195.03,20219115
196.62,18373399
194.99,18349746
197.5,21744397
198.15,30181074
202.74,23130940
206.37,21143537
203.66,17849661
202.95,14644310
199.36,17923778
196.99,18592484
199.05,15186155
201.88,18059898
199.5,21115280
194.58,20458485
190.4,28591348
197.98,76655477
208.16,67574131
219.58,57580658
217.93,29729892
222.13,34770104
220.68,23794042
226.36,30472219
226.88,26257990
223.85,25984968
224.41,20176695
223.96,18810957
228.43,28083198
226.62,19810716
223.39,25443421
221.77,19685601
224.78,24837574
221.52,29749990
222.42,19975460
223.41,16653801
222.42,15603344
219.0,29450284
211.13,34944045
212.46,20468810
219.41,26872556
224.82,24855491
220.81,21765545
216.6,24521514
206.99,34306895
205.17,21839363
207.16,22100912
207.42,24097796
197.32,34563497
204.51,27928165
207.0,29720175
210.75,25691893
208.31,15125791
206.95,16338754
206.71,16213354
209.39,18065188
217.46,24358881
218.62,22699401
222.22,18949356
222.9,16147329
221.03,14627594
226.92,18759032
227.26,24938379
231.66,23023483
247.17,48589830
244.51,24598989
249.41,23420431
255.67,29250284
258.27,26074158
264.01,28744823
265.98,23991033
298.01,115363115
297.52,85126015
308.04,50310093
306.57,64216853
294.59,63620572
303.9,33217211
303.9,41026129
300.25,38490900
302.03,26448367
292.61,42850799
316.75,78171075
329.85,53386665
319.56,75433524
317.46,53216270
326.74,43516226
315.03,28306886
333.76,45496398
326.76,62206647
314.35,48580204
321.26,47289033
306.93,54432505
300.37,65893845
324.27,59305348
318.26,47555145
304.9,48850716
301.98,48882509
281.61,59834366
283.37,66703537
304.59,69829688
283.87,70736595
278.01,71662239
277.19,46184676
290.75,52438494
294.0,39518438
296.4,34302174
309.45,40368587
303.22,42059121
300.01,34313928
295.86,30886422
294.11,26347792
301.21,39240294
292.9,52715440
276.04,49806388
281.78,45418637
272.47,40993851
274.0,59468095
278.17,40276508
279.99,38341348
265.75,53886809
269.42,39583235
259.03,42267538
250.67,48360408
241.5,43518073
233.74,71895784
233.72,91581063
223.24,66461636
227.72,75595873
219.44,57335272
228.4,54377425
244.86,56467968
246.38,51892517
252.42,54341941
239.48,41017778
243.19,35482850
247.28,37686750
251.08,41035864
267.05,52428166
258.24,51319972
239.49,60547198
242.67,44042443
264.95,70175280
265.11,73267633
245.07,81059508
236.42,76125491
233.9,62919566
223.87,56651077
237.48,73580063
241.57,52886551
243.85,47731861
234.77,41205598
242.2,38964185
237.14,36509504
229.36,43201070
213.52,45082089
215.14,55746719
230.14,49274195
226.58,42806565
221.0,36720857
213.3,38535424
229.73,49199569
244.96,67142174
247.66,47194119
264.53,72788748
267.34,58807971
265.24,54265223
256.34,50211986
281.5,87737914
276.92,57776944
282.19,42549392
286.56,48898440
276.9,46348713
272.86,52344022
267.12,51723511
273.6,39770782
259.31,43093087
244.07,70383256
242.08,55799236
231.19,52478064
219.17,57520684
215.04,66225807
222.03,51694344
212.58,56909685
217.83,52570061
221.98,51278058
214.82,46697126
201.83,65620944
195.15,62471343
199.02,64156561
187.88,64496017
184.15,49946017
197.82,57032671
185.47,50043491
195.33,57204868
196.02,47575084
203.34,64630503
188.44,62633141
186.75,63329672
169.5,64445451
175.95,76147429
166.3,67016703
161.75,70872837
177.06,67043651
172.64,52144598
181.77,58582971
169.38,54516106
171.24,62130959
166.94,73910526
168.98,63988869
161.54,58855002
169.75,78113190
178.51,99657452
188.11,73837935
186.72,66409951
183.2,54451390
195.92,64865580
187.2,59877870
187.86,42240615
189.26,38891411
186.48,36325246
180.48,39557379
169.74,46564966
156.47,60415338
158.36,46967952
165.27,56393565
156.01,54574867
158.8,63033397
165.66,48308888
163.6,43799744
162.25,46367959
171.26,47215283
168.69,42796788
159.82,46185936
155.42,48235228
151.59,68607003
145.23,57761008
149.64,65220761
151.3,52906586
158.58,49290276
158.38,46797176
151.52,43838873
150.82,45848310
151.64,52191834
153.72,45623484
157.62,38593547
161.01,67051745
169.92,70236608
178.07,76053779
180.5,55704928
173.19,53667088
170.24,48074751
165.33,39786491
177.9,56977623
179.84,47464628
181.63,43546042
184.41,47646904
185.26,48952692
188.93,41814557
192.15,40965227
189.89,38606829
177.93,98378318
170.86,66826265
180.97,59742246
179.42,50932655
187.09,47809415
190.32,45766556
188.79,45123964
183.35,44679911
187.73,41544656
178.49,44158833
170.34,40959271
171.81,36998577
172.22,52266071
179.13,77069133
162.6,76912743
158.01,49371295
154.68,53018069
150.94,57370986
139.37,117886514
136.47,74315746
134.65,53326958
137.14,51265746
139.9,62487312
143.87,48712842
145.05,48415924
131.31,71495563
131.28,58850654
129.29,52362516
131.98,67075140
133.82,56968528
131.76,52481775
132.61,80767940
125.61,75671089
125.16,66330931
122.28,54734269
124.13,55385406
127.36,54241388
122.2,53276312
121.39,56563842
125.12,54747847
131.67,58418167
132.09,50713073
131.3,64415689
120.76,67247816
116.7,69869925
115.86,66748163
115.0,49259019
119.6,85010301
112.27,71343199
118.88,58077417
119.67,65936206
120.51,52313061
121.94,65239761
124.66,60949441
125.99,51745740
132.61,50548233
128.96,53553329
131.76,58311308
138.34,52103993
134.97,48634099
135.43,43281690
132.19,67262784
134.21,50006486
141.56,61257591
143.01,41006095
146.02,59529199
137.76,45441366
157.5,70081925
163.27,65548747
162.95,52785245
166.66,54587550
159.1,64954684
156.77,71089356
154.09,49207165
153.17,40473931
160.38,47286607
165.19,42724093
162.7,16793430
158.27,30415201
156.39,29838449
169.23,56529822
171.35,47097657
168.76,37138858
166.1,35225517
159.87,35269427
161.2,37238758
171.69,51545554
170.01,46533819
175.35,45732780
180.72,65658876
176.74,49688810
169.52,47854210
165.71,47823193
162.54,35403877
160.85,40325979
165.01,32502538
153.39,56504527
152.06,34932563
141.21,46490226
140.36,35106645
146.03,35492324
146.14,31048983
143.15,40127658
147.49,43132360
142.65,38916811
148.59,40504362
156.28,50423056
159.09,38410126
160.01,35328493
165.11,55140906
168.99,44728706
177.02,51110216
173.77,43962355
167.65,45293160
178.39,56496712
191.93,65516259
192.65,49620410
193.23,44953711
198.02,48953542
203.65,54214198
191.62,48861115
195.37,49801658
209.43,66047704
217.09,56427580
211.0,42936595
210.89,45219709
221.73,66414961
222.05,55965122
223.37,52387578
212.65,55073675
217.88,47491862
229.71,67547350
227.64,42118826
220.02,41202628
213.88,46588764
206.55,41001455
207.54,51318432
236.64,111799541
232.86,58971591
235.01,45299367
232.16,45596280
226.98,46002562
233.14,39007465
238.9,41239330
235.54,43742923
232.88,51515388
241.81,51357339
234.36,50125699
229.65,47486565
229.66,42189032
240.63,47491013
242.28,52448574
255.41,58494626
257.25,84854656
259.0,43274719
261.99,54740776
264.68,79729511
271.91,56488876
267.79,45541407
265.31,36102574
264.1,35610378
269.84,39369387
273.83,36451574
277.77,43393277
279.65,39871560
274.53,36859153
268.81,51501474
270.37,39765434
275.79,39527855
271.69,31437817
264.95,44625895
264.63,35361528
267.58,39566013
270.02,31348982
276.67,60481154
279.31,35866041
271.04,42771326
271.19,34510277
270.42,33928186
262.41,37852716
269.56,40449391
272.26,37716119
277.49,29221614
289.1,57032853
282.1,40272957
278.02,38338740
275.62,32185041
286.8,36149408
291.51,34497890
285.71,31486946
288.85,36934998
285.78,32214903
283.4,27422225
289.53,29392587
292.13,44940494
301.78,43253541
316.78,74872501
312.64,47390765
311.76,37199967
306.88,35625326
305.38,72141851
379.8,154391067
389.46,71439676
401.11,92340110
378.34,99882681
397.7,63587295
393.27,48273121
391.71,39609381
386.54,38872914
374.75,51199789
385.1,41777240
387.7,42771747
394.82,38967335
410.22,61320816
429.97,74046502
426.53,56862204
426.92,65570941
438.08,45115311
430.45,55160291
430.25,41773743
422.09,35813984
406.32,59432192
418.76,46217470
411.17,58263927
408.22,38051430
423.02,50114775
424.13,19820919
423.17,32361756
421.03,30413879
425.03,35588147
421.8,35390811
424.05,29824406
439.02,48127702
459.77,47820369
454.69,77207533
464.61,51048822
474.94,57019042
470.77,42750179
455.2,53786451
443.09,96376863
446.12,38309974
456.79,34808091
454.52,36423726
459.0,45597552
467.5,33119424
467.29,25105528
465.07,23927597
442.69,53014157
445.15,32507660
446.8,36266618
454.165,32215354
446.64,35384343
425.54,58644907
423.88,49270530
408.55,53308526
437.53,69028583
439.4,67651151
434.86,52745068
433.435,45239482
432.99,58376787
469.67,69257337
456.68,75720691
471.16,77904608
471.63,115604409
460.18,92534052
468.35,68519223
487.84,70139699
492.64,73520598
493.55,52856977
485.09,46383030
485.48,38265258
470.61,46866957
462.41,43332989
455.72,47389994
451.78,47396555
448.7,34925634
454.85,39835535
455.81,37009720
439.0,50683051
439.66,50027079
435.2,37306424
422.39,36710769
410.17,45073596
416.1,47923631
422.22,41909096
419.11,40228209
424.68,44493520
430.89,42466279
434.99,39782993
447.82,43329821
435.17,47084954
440.41,36182086
446.88,39348309
457.62,43443602
452.73,40967472
457.98,36858208
468.06,37813689
469.45,48132500
454.61,47542599
460.95,37509924
439.38,81233267
421.96,62729434
421.01,50123308
413.87,47726605
429.75,47853049
436.63,40146337
417.79,39837922
403.26,54100132
405.0,41678441
411.61,38802814
407.8,51796870
423.25,43759290
435.06,40917187
450.05,42460959
457.51,40073335
459.55,34316547
465.74,34671894
469.5,54049597
483.35,42244156
486.2,38413570
496.56,41695387
488.88,47549735
494.8,33975624
492.98,32589691
504.09,41614260
499.44,56574687
487.16,90064233
477.76,29464464
482.42,39566190
478.21,40149085
481.4,38200465
467.7,52624663
467.65,36931701
455.1,43754344
465.66,37171762
455.03,36778599
465.96,35082255
475.06,35922370
466.27,50972809
476.57,37238686
